id_centro_vacunacion,id_ubigeo,nombre,latitud,longitud,entidad_administra,id_eess
160,1775,I.E. Carlos Wiesse,-7.18007,-76.7354,DIRESA,0
161,1775,I.E. Cesar Vallejo,-7.1802,76.7297,DIRESA,0
162,1775,I.E. La Inmaculada,-7.1795,-76.7298,DIRESA,0
163,1741,I.E. Ignacia Velasquez,-6.031349,-76.97469,MINSA,0
164,1780,I.E Alberto Leveau Garcia,-6.91213,-76.33846,MINSA,0
165,1793,I.E. 00614,-5.93978853,-77.30956829,MINSA,0
166,1794,I.E. Abilia Ocampo,-5.73870194,-77.50413284,DIRESA,0
167,1807,I.E. Virgen Dolorosa,-6.50656327,-76.35655573,MINSA,0
168,1808,I.E. Francisco Izquierdo Rios,-6.47921802,-76.3784328,MINSA,0
169,1799,I.E. Juan Jimenez Pimentel,-6.48931962,-76.36619468,MINSA,0
170,1813,I.E. N° 0412,-8.1880372,-76.51317221,DIRESA,0
171,1550,I.E. Primaria 35004 Santo Domingo Savio,-10.49073,-76.51577,MINSA,0
172,1558,Estadio Municipal De Oxapampa,-10.5722358,-75.4080484,DIRESA,0
173,1561,Colegio Nacional San Juan Bautidstade Iscozacin,-10.2699481,-75.1335989,DIRESA,0
174,1562,34226 Reverendo Padre Jose Egg,-10.07169,-75.550384,MINSA,0
175,1564,Pedro Ruiz Gallo,-10.7297447,-75.2646256,MINSA,0
176,1563,Plaza Principal,-10.2975845,-74.935861,DIRESA,0
177,1537,Coliseo Municipal De Chaupimarca,-10.68468,-76.2538,DIRESA,0
178,1538,Coliseo Municipal Huachon,-10.63461,-75.84874,DIRESA,0
179,1539,I.E. Mariano Melgar 35003,-10.44159,-76.18988,ESSALUD,0
180,1543,Colegio Alfonso Ugarte,-10.77366,-75.81155,DIRESA,0
181,1545,Coliseo De Paragsha,-10.67409,-76.26697,DIRESA,0
182,1549,Polideportivo Centenario,-10.66373,-76.25505,DIRESA,0
183,1586,Colegio Virgen De Las Mercedes 14408,-5.24231,-79.4496,DIRESA,0
184,1594,Instituto Superior Tecnologico Vicus,-5.10238933,-80.17132401,DIRESA,0
185,1567,Universidad Nacional De Piura,-5.17957,-80.6189,DIRESA,0
186,1568,I.E Juan De Mori,-5.26293,-80.6703,DIRESA,0
187,1566,Centro Especializado De Rehabilitacion - Cerp Piura,-5.18471,-80.634,DIRESA,0
188,1566,Universidad Privada De Piura - Udep,-5.17662,-80.6346,DIRESA,0
"189,1574,""Coliseo Deportivo """"jose Aguilar Santisteban"""""",-4.931994,-80.344169,MINSA,0"
190,1575,Colegio Nuestra Señora Del Pilar,-5.18469,-80.6674,DIRESA,0
191,1575,Institucion Educativa San Martin De Sechura,-5.1681464,-80.6659834,DIRESA,0
192,1617,I.E.P 14861,-4.83970612,-80.64875856,MINSA,0
193,1611,Centro De Salud Comundad Saludable,-4.90788525,-80.69445092,MINSA,0
194,1611,Centro De Salud El Obrero,-4.91040558,-80.6825309,MINSA,0
195,1611,Cieneguillo Sur Alto,-4.98526732,-80.66054147,MINSA,0
196,1611,Cieneguillo Sur Canal Mocho,-4.99856057,-80.68672245,MINSA,0
197,1611,Colegio Eusebio Merino Y Vinces,-4.90597694,-80.69098809,MINSA,0
198,1611,I.E Benjamin Zapata Reyes,-4.90437824,-80.71075795,MINSA,0
199,1611,I.E Nueva Esperanza -Inicial,-4.92498912,-80.66025663,MINSA,0
200,1611,Ie. Santa Teresa De Jesus,-4.901691,-80.678124,MINSA,0
201,1611,Plaza De Armas De Sullana,-4.89004558,-80.68740241,MINSA,0
202,1611,Polideportivo Mario Yaksetig Guzman,-4.90783913,-80.67667497,MINSA,0
203,1171,I.E. Mariscal Ramon Castilla,-7.71414658,-79.10748633,MINSA,0
204,1178,Coliseo 8 De Setiembre,-7.74614565,-79.19173167,DIRESA,0
205,1178,I.E. Amilcar Silva Ravines,-7.74390514,-79.18802552,MINSA,0
206,1178,I.E.Cebe Anexo Lache,-7.74768746,-79.18946055,ESSALUD,0
207,1172,Coliseo Gildemeister,-7.84423381,-79.14445632,DIRESA,0
208,1172,Coliseo Municipal De Chicama.,-7.83840472,-79.16212172,MINSA,0
209,1172,Policlinico Municipal De Chiclin,-7.73248,-79.00538,MINSA,0
210,1173,Coliseo Sintuco,-7.81042393,-79.1995589,MINSA,0
211,1173,I.E. Josefina Gutierrez Fernandez,-7.79252748,-79.21999272,MINSA,0
212,1173,Loza Deportiva Molinos Cajanleque,-7.79328745,-79.27398641,MINSA,0
213,1175,Coliseo Manco Capac,-7.73660028,-79.29681318,DIRESA,0
214,1604,Coliseo Municipal Distrito De Paijan,-5.08614809,-81.10968261,DIRESA,0
215,1175,Loza Deportiva Macabi Bajo,-7.719147,-79.35582984,MINSA,0
216,1176,I.E. Maria Bejarano Martel,-7.68752661,-79.37291482,DIRESA,0
217,1175,Losa Deportiva Macabi Alto,-7.72766053,-79.31489644,DIRESA,0
218,1177,I.E. Cesar Vallejo,-7.92834542,-79.20608823,MINSA,0
219,1177,I.E. Manuel Arevalo,-7.96155979,-79.23979816,DIRESA,0
220,1177,I.E. Sagrado Corazon,-7.89565895,-79.22300737,MINSA,0
221,1161,I.E Jose Carlos Mariategui,-8.08639785,-79.00262118,DIRESA,0
222,1161,I.E. 80823 El Indoamericano,-8.07489255,-79.00627661,ESSALUD,0
223,1162,Estadio Florencia De Mora,-8.07818843,-79.01875019,DIRESA,0
224,1162,Instituto Tecnologico Florencia De Mora,-8.08282274,-79.02433076,ESSALUD,0
2128,1705,C.S. MACARI 00003166,-14.772346637,-70.903681163,,0
2129,891,AUDITORIO DE LA MUNICIPALIDAD DE AHUAYCHA,-12.40739,-74.8914215,DIRESA,0
2130,1705,TERMINAL TERRESTRE MACARI,-14.7695194,-70.9015726,,0
2131,261,I.E. SAN FRANCISCO DE ASIS,-13.5262,-73.3689,DIRESA,0
2132,888,CASA DEL ADULTO MAYOR PAMPAS,-12.3973753,-74.8702757,DIRESA,0
2133,261,I.E.P Nro 54122 LOS CHANKAS,-13.5556279,-73.3430363,DIRESA,0
2134,888,COLISEO DE PAMPAS,-12.3996613,-74.8668127,DIRESA,0
2135,1670,C.S. USICAYOS 00003149,-14.126695348,-69.968412096,,0
2136,892,CAMPO DEPORTIVO DEL MERCADO DE ABASTOS - COLCABAMBA,-12.4108711,-74.680932,DIRESA,0
2137,1340,LOCAL COMUNAL SAN BUENAVENTURA,-11.489339408,-76.662183065,MINSA,0
2138,905,MUNICIPALIDAD DE HUARANHUAY,-12.3565785,-74.5805059,DIRESA,0
2139,1341,I. E  SANTA ROSA DE YANGAS,-11.695118649,-76.846021097,MINSA,0
2140,899,GRAS SINTETICO DE SALCABAMBA,-12.2021534,-74.7808185,DIRESA,0
2141,889,COLEGIO DE ACOSTAMBO CARRETERA PRINCIPAL,-12.3564287,-75.0600359,DIRESA,0
2142,896,ESTADIO DE ÑAHUIMPUQUIO,-12.3292713,-75.0701934,DIRESA,0
2143,1336,LOCAL COMUNAL DE ARAHUAY,-11.621301509,-76.670445564,MINSA,0
2144,1659,PS CHIJCHIPANI - SANTIAGO DE PUPUJA AZANGARO-PUNO,-15.14096158,-70.228835627,,0
2145,1728,C.S. PHARA 00003194,-14.153912882,-69.663826727,,0
2147,810,I.E. 36034 VIÑAS,-12.616289094,-75.216721499,,0
2148,810,I.E. MIGUEL GRAU SEMINARIO DE ANCCAPA,-12.672400609,-75.214093667,,0
2149,846,IPRESS - P.S. CHUPACC,-13.1448736,-74.404765,MINSA,0
2150,810,PUESTO DE SALUD SAN JOSE DE ACOBAMBILLA,-12.672498177,-75.324779345,,0
2151,818,PUESTO DE SALUD MANTA,-12.638393,-75.1778853,,0
2152,810,PUESTO DE SALUD PUITUCO,-12.7140607,-75.4343041,,0
2153,810,PUESTO DE SALUD SAN MIGUEL DE ACOBAMBILLA,-12.707125,-75.2069344,,0
2154,846,CASA COMUNAL CASACANCHA - CHUPACC,-13.1448736,-74.404765,MINSA,0
2155,811,Municipio de Ocopa,-12.6402951,-74.9209103,,0
2156,846,CASA COMUNAL PUIHUAN - CHUPACC,-13.1448736,-74.404765,MINSA,0
2157,846,TAMBO ANTA - CHUPACC,-13.1448736,-74.404765,MINSA,0
2158,811,MUNICIPIO PALMADERA,-12.6401292,-74.9205118,,0
2159,1636,INSTITUCION EDUCATIVA PRIMARIA 70096  COCHIRAYA - CHUCUITO,-15.855,-69.82478,MINSA,0
2160,845,PLAZA PRINCIPAL LAMBRAS - SAN ANTONIO DE ANTAPARCO,-13.0755659,-74.4105862,MINSA,0
2161,811,MUNICIPIO CHILHUACCASA,-12.6401292,-74.9205118,,0
2162,811,CENTRO POBLADO DE HUANASPAMPA,-12.6692077,-74.8846112,,0
2163,840,IPRESS - P.S. CHINCHO,-13.0219085,-74.3475043,MINSA,0
2164,809,CENTRO POBLADO PUEBLO LIBRE,-12.8097299,-74.9362206,,0
2165,811,MUNICIPIO DE LAIMINA,-12.6594994,-74.8978734,,0
2166,1636, INSTITUCION EDUCATIVA PRIMARIA 70694 LUQUINA GRANDE - CHUCUITO,-15.7969,-69.8291,MINSA,0
2167,811,MUNICIPIO DE QUIMINA,-12.632011955,-74.863923983,,0
2168,811,CENTRO POBLADO CCATCCO - PUCUTO,-12.612658,-74.9016054,,0
2169,811,CENTRO POBLADO MUQUECC ALTO MUNICIPIO,-12.6334105,-74.9002123,,0
2170,811,CENTRO POBLADO MUQUECC BAJO MUNICIPIO,-12.6293233,-74.8891194,,0
2171,813,MUNICIPIO CENTRO POBLADO DE JATUNPAMPA,-12.4746583,-75.0522376,,0
2172,811,CENTRO POBLADO PUCACCOCHA,-12.6888678,-74.9124265,,0
2173,811,CENTRO DE SALUD AÑANCUSI,-12.5868782,-74.7150972,,0
2174,811,PUESTO DE SALUD PALLALLA,-12.5652919,-74.7389982,,0
2175,872,PLAZA DE ARMAS HUAYTARA,-13.599739256,-75.352930931,DIRESA,0
2176,811,PUESTO DE SALUD AÑAYLLA,-12.6138024,-74.7099618,,0
2177,811,PUESTO DE SALUD ALHUARA,-12.6121567,-74.6888144,,0
2178,811,PUESTO DE SALUD UNION AMBO,-12.4933663,-74.7713662,,0
2179,811,PUESTO DE SALUD ALIANZA ANDINA,-12.6420558,-74.8631402,,0
2180,811,PUESTO DE SALUD CHUPACA,-12.5222001,-74.8301973,,0
2181,811,PUESTO DE SALUD CCOSNIPUQUIO,-12.6247436,-74.7057478,,0
2182,872,LOZA DEPORTIVA DEL ANEXO DE CHOCORVO,-13.6042392,-75.3440587,DIRESA,0
2183,875,PLAZA DE ARMAS DE HUAYACUNDO ARMA,-13.5339963,-75.3146286,DIRESA,0
2184,811,INSTITUTO TECNOLOGICO AGROPECUARIO DE ACORIA,-12.6459051,-74.8578668,,0
2185,881,TAMBO DE CUSICANCHA,-13.4612818,-75.2798207,DIRESA,0
2186,811,CENTRO DE SALUD ACORIA,-12.6423221,-74.8640303,,0
2187,811,PUESTO DE SALUD DE SILVA,-12.6888273,-74.8327094,,0
2188,881,PAMPAPUQUIO,-13.4780234,-75.2745756,DIRESA,0
2189,811,I.E JOSE SANTOS CHOCANO DE LIRIO,-12.5786425,-74.885371,,0
2190,811,PLAZA PRINCIPAL DE ATAYLLAMA,-12.5789147,-74.8659206,,0
2191,811,CASA COMUNAL NARANJAL,-12.5798123,-74.8150274,,0
2192,811,PLAZA PRINCIPAL HUIÑACC CENTRO,-12.6868193,-74.8466924,DIRESA,0
2193,1721,DISTRITO CABANILLAS,-15.6396991,-70.3486786,MINSA,0
2194,1720,DISTRITO CABANA,-15.6494849,-70.3215901,MINSA,0
2195,1693,DISTRITO CALAPUJA,-15.3137962,-70.2189972,MINSA,0
2196,1655,DISTRITO SAMAN,-15.2956033,-70.0209583,MINSA,0
2197,884,PLAZA DE ARMAS SANTIAGO DE CHOCORVOS,-13.8255362,-75.257617,DIRESA,0
2198,840,CASA COMUNAL VILLOCC - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2199,840,CASA COMUNAL - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2200,812,LOCAL MUNICIPAL (JUGUEMOS),-12.5197388,-75.0068881,,0
2201,812,LOCAL MUNICIPAL (JUGUEMOS),-12.5197388,-75.0068881,DIRESA,0
2202,840,CASA COMUNAL MIRAFLORES - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2203,882,TINCO CRUZ PATA,-13.7951343,-75.2482707,DIRESA,0
2204,813,TAMBO( CARRETERA LUQUIA CONAYCA),-12.4927338,-75.0473821,DIRESA,0
2205,813,PUESTO DE SALUD DE TOTORA,-12.4746583,-75.0522376,DIRESA,0
2206,1647,DISTRITO ACHAYA,-15.2872484,-70.1615719,MINSA,0
2207,887,TAMBO Y ANEXOS,-13.6891917,-75.2753168,DIRESA,0
2208,813,ESTADIO MUNICIPAL CUENCA,-12.4331949,-75.0386463,DIRESA,0
2209,873,ANEXO AMACLLE Y TAMBILLOS,-13.702845,-75.3513666,DIRESA,0
2210,1694,DISTRITO NICASIO,-15.2360359,-70.2579255,MINSA,0
2211,827,CENTRO DE SALUD HUANDO,-12.5636036,-74.9503773,DIRESA,0
2212,827,AUDITORIO DE LA MUNICIPALIDAD  HUANDO,-12.5643186,-74.9475942,DIRESA,0
2213,827,CENTRO POBLADO YANACCOLLPA,-12.583774,-74.9531836,DIRESA,0
2214,840,CASA COMUNAL YANACHOCCE - CHINCHO,-13.0219085,-74.3475043,MINSA,0
2215,1689,DISTRITO TARACO,-15.2996532,-69.9787293,MINSA,0
2216,827,CENTRO POBLADO ESCALERA,-12.6002393,-74.9419579,DIRESA,0
2217,827,CENTRO POBLAADO DE UTUSHUAYCCO,-12.5729441,-74.9797086,DIRESA,0
2218,827,CENTRO POBLADO DE CCELLOPUCRO,-12.5819422,-74.965906,DIRESA,0
2219,827,CENTRO POBLADO CUYAO,-12.5326519,-74.9842707,DIRESA,0
2220,827,CENTRO POBLADO DE TAPANA,-12.5206857,-74.9691508,DIRESA,0
2221,846,IPRESS - P.S. CUTICSA,-13.1126515,-74.4187303,MINSA,0
2222,815,PLAZA PRINCIPAL S/N DEL C.P HUAYLLAHUARA,-12.4089812,-75.1783308,DIRESA,0
2223,816,ANEXO TAMBILLO,-12.5048313,-74.9866666,DIRESA,0
2224,816,ANEXOLARMENTA,-12.489378,-75.0090386,DIRESA,0
2225,816,ANEXO QUICHUA,-12.5073723,-75.0017088,DIRESA,0
2226,1650,DISTRITO CAMINACA,-15.3275333,-70.0716967,MINSA,0
2227,816, IZCUCHACA,-12.5004743,-74.9971618,DIRESA,0
2228,1722,DISTRITO CARACOTO,-15.5706467,-70.1022933,MINSA,0
2229,817,P.S SAN JOSE DE BELEN,-12.5501941,-75.0829773,,0
2230,817,P.S SAN JOSE DE LARIA,-12.5501941,-75.0829773,,0
2231,818, TAMBO DE CCORISOTO,-12.598747,-75.1759917,DIRESA,0
2232,818,PUESTO DE SALUD MANTA,-12.6203581,-75.2110277,DIRESA,0
2233,1687,DISTRITO PUSI,-15.4415937,-69.9293152,MINSA,0
2234,1753,I.E. N 331 INTEGRADO,-6.6095752,-76.7156732,,0
2236,1681,C.S. CHECCA,-16.681939405,-69.76667,MINSA,0
2237,1653,CENTRO DE SALUD I-4 MUÑANI-AZANGARO-PUNO,-14.765955729,-69.948372518,,0
2238,1678,P.S. KANCORA,-16.251322028,-69.631542023,MINSA,0
3323,1236,POLITECNICO 107 - CASCAS,-7.4789776,-78.8174264,MINSA,0
3324,1236,MANUEL MARIA ALVAREZ - CASCAS,-7.4802584,-78.8180218,MINSA,0
3325,1236,PAMPAS DE CHEPATE,-7.5106611,-78.777869196,MINSA,0
3326,1236,I.E. PALMIRA SECUNDARIA,-7.5488694,-78.8107346,MINSA,0
3328,1236,I.E N° 821102 - NUEVE DE OCTUBRE - CASCAS,-7.56889,-78.66649,ESSALUD,0
3329,1236,I.E EL MOLINO - CASCAS,-7.42959,-78.7888,MINSA,0
3330,1236,I.E N° 82548 - JOLLUCO - CASCAS,-7.511184818,-78.793860396,MINSA,0
3331,1172,I.E N° 82544 - PUNTA MORENO,-7.5952698,-78.8895532,MINSA,0
3332,730,CHECCA,-14.4727774,-71.3971908,MINSA,0
3333,733,COLEGIO IETAL LAYO,-14.4965001,-71.1521682,MINSA,0
3334,736,COLISEO TUNGASUCA,-14.1646067,-71.4749151,MINSA,0
3335,735,CANCHA SINTETICA QUEHUE,-14.3791552,-71.4539113,MINSA,0
3336,732,LANGUI,-14.4334888,-71.2741349,MINSA,0
3337,1496,LOZA DEPORTIVA LA JAULA SARAMIRIZA,-5.0654867,-76.001399,,0
3338,1236,LOZA DEPORTIVA SAN FELIPE - CASCAS,-7.4689,-78.6437,MINSA,0
3339,1238,I.E N° 80259 - COMPIN,-7.69901,-78.62395,MINSA,0
3340,1238,I.E N° 80339 - CORMOT,-7.657979631,-78.725246193,MINSA,0
3341,1566,I.E NUESTRA SEÑORA DE FATIMA,-5.1897818,-80.6370273,MINSA,0
3342,1238,I.E N° 80690 - HUANCAY  - MARMOT,-7.6055,-78.6889,MINSA,0
3343,117,COLISEO CERRADO - HUALLANCA,-9.901047048,-76.941085154,MINSA,0
3344,1237,NUESTRA SEÑORA DE LA MISERICORDIA - LUCMA,-7.6401764,-78.55189,MINSA,0
3345,1860,I.E. 64034 CAMPO VERDE,-8.4742496,-74.8070267,,0
3346,633,ESCUELA ESTATAL N°83010 MARIO GUSTAVO ZARATE BAMBAMARCA,-6.682606841,-78.520680204,MINSA,0
3347,1237,LOCAL COMUNAL DE SAMAMUY - LUCMA,-7.6117559,-78.5887951,MINSA,0
3348,1237,TAMBO RECUAYCITO - LUCMA,-7.6814458,-78.5128713,MINSA,0
3349,1237,BRIGADA MOVIL - HUAYO,-7.681313216,-78.512902267,,0
3350,1237,I.E N° 80333 - CHUQUILLANQUI -LUCMA,-7.58079,-78.67427,MINSA,0
3351,1239,I.E N° 82331 - SAYAPULLO,-7.5945415,-78.4661827,MINSA,0
3352,1239, I.E N° 82337 - PORVENIR - BRIGADA MOVIL,-7.5702137,-78.5353911,MINSA,0
3353,1566,I.E MAGDALENA SEMINARIO DE YIRO,-5.1961591,-80.6379812,DIRESA,0
3354,1237,I.E N° 80334 - SIMBRON,-7.553372972,-78.558284779,MINSA,0
3355,1239,BRIGADA MOVIL -TOTORA - SAYAPULLO,-7.56742,-78.37844,MINSA,0
3356,1575,SAN JOSE OBRERO,-5.1920925,-80.6439577,MINSA,0
3359,1701,I.E.P. N° 70487 SAN MARTIN DE PORRES,-14.879628169,-70.598187999,,0
"3360,1315,""Instituto Nacional de Salud Mental """"Honorio Delgado - Hideyo Noguchi"""""",-12.0205996,-77.0562402,MINSA,0"
3361,1319,Club Zonal Santa Rosa,-11.788432,-77.159211,MINSA,0
3362,243,I.E. SEÑOR DE MAYO 86649 - RAYAN - RANRAHIRCA,-9.080223,-77.7265085,MINSA,0
3363,247,PORTAL DE LA MUNICIPALIDAD DEL C. P. PUNAP - RANRAHIRCA,-9.291440982,-77.885198085,MINSA,0
3364,246,I.E. 86684 PRIMARIA - PUTACA - RANRAHIRCA,-9.21369,-77.7480792,,0
"3365,1646,""IE INA21  - BARRIO CULTURAL PUENTE,AZANGARO,AZANGARO,PUNO"",-14.913255172,-70.192435263,MINSA,0"
3366,1534,I.E. MARISCAL DOMINGO NIETO,-17.651060227,-71.3425361,MINSA,0
3367,59,COLISEO DE LA I.E Nº 102 POMACOCHAS,-6.726242816,-77.827328339,MINSA,0
3368,108,CENTRO DE SALUD CHACAS,-9.163982812,-77.36845498,,0
3369,109,PUESTO DE SALUD ACOCHACA,-9.121735795,-77.368508771,MINSA,0
3370,125,LOCAL COMUNAL DE ECASH,-9.27468189,-77.660132501,MINSA,0
3371,129,PLAZA DE ARMAS - HUELLAP - ATAQUERO,-9.268937539,-77.709764096,MINSA,0
3372,129,PLAZA DE ARMAS - CARHUAC - ATAQUERO,-9.262149079,-77.691613443,MINSA,0
3373,1671,IEP - 71004 (892),-16.211831538,-69.460154776,MINSA,0
3374,117,LOCAL COMUNAL LLACUASH -HUALLANCA,-9.855993273,-76.900861901,MINSA,0
3375,1785,I.E N° 077 MANUEL SCORZA,-6.9922143,-76.4214071,,0
3377,1818,I. E. Lastenias Rejas de Castañon,-18.025364008,-70.266161496,,0
3378,232,I.E.N. LUIS ALBERTO SÁNCHEZ,-9.1093479,-78.5328594,MINSA,0
3379,644,I.E SAN JUAN DE SALLIQUE,-5.630379095,-79.320353291,,0
3380,644,COLISEO SAN FELIPE,-5.720885505,-79.323730127,MINSA,0
3381,639,COLISEO CERRADO COLASAY,-5.834386871,-79.004689873,MINSA,0
3382,642,COLISEO DE POMAHUACA,-5.873000491,-79.24295,MINSA,0
3383,639,I. E JOSE GALVEZ,-5.8527522,-79.0013961,MINSA,0
3384,647,COMPLEJO DEPORTIVO MUNICIPAL SANTA ROSA,-5.4337757,-78.5669307,MINSA,0
3385,637,COLEGIO PRIMARIO 16053,-5.4483723,-78.8338463,,0
3386,637,SALON COMUNAL CRUCE DE SHUMBA,-5.5539321,-78.8078231,MINSA,0
3387,641,COLEGIO MARIANO MELGAR,-5.6223819,-78.8547749,MINSA,0
3388,640,EX MERCADO DE HUABAL,-5.590296509,-78.907394731,MINSA,0
3389,640,I.E SAN JUAN BAUTISTA - HUACO,-5.594396773,-78.903274858,MINSA,0
3390,637,COLEGIO SANTA ROSA,-5.6653167,-78.6812255,MINSA,0
3391,646,LOZA DEPORTIVA COCHALAN,-5.4651747,-78.9887989,MINSA,0
3392,647,COLEGIO PAKAMUROS,-5.4053076,-78.6129188,MINSA,0
3393,116,LOZA DEPORTIVA DE CHASQUITAMBO,-10.312460059,-77.614096343,MINSA,0
3394,1559,TERMINAL TERRESTRE DISTRITO CHONTABAMBA,-10.6025304,-75.4375384,MINSA,0
3395,108,PLAZA DEL CENTRO POBLADO DE HUAYA,-9.165687506,-77.382155703,MINSA,0
3396,1661,IEP 72600 GRANDIOSO TUPAC AMARU,-14.0680512,-70.4346922,,0
3397,117, PUESTO SATELITE ANDACHUPA- HUALLANCA,-9.786623349,-76.91778828,MINSA,0
3399,117,LOCAL COMUNAL UTUTUPAMPA - HUALLANCA,-9.740191779,-76.956849561,MINSA,0
3400,215,COAR - CATAC,-9.808968996,-77.425793675,,0
3402,304,EX ESSALUD -  HOSPITAL TAMBOBAMBA,-13.946249742,-72.175032259,,0
3403,108,PLAZA DEL CENTRO POBLADO DE RAYAN,-9.153263051,-77.351667033,MINSA,0
3404,108,PLAZA DEL CENTRO POBLADO DE MACUASH,-9.148685197,-77.354315715,,0
3405,108,PLAZA DEL CENTRO POBLADO DE SOCOS,-9.136358792,-77.362041818,MINSA,0
3406,108,PLAZA DEL CENTRO POBLADO DE HUALLIN,-9.180509827,-77.423248486,MINSA,0
3407,108,PLAZA DEL CENTRO POBLADO DE TINCO,-9.167649641,-77.366582798,MINSA,0
3408,108,PLAZA DEL CENTRO POBLADO DE VISCAS,-9.150182688,-77.3874705,MINSA,0
3409,108,PLAZA DEL CENTRO POBLADO DE COCHAS,-9.174671266,-77.364360587,MINSA,0
3410,108,PLAZA DEL CENTRO POBLADO DE GOYLLARHUANCA,-9.167405368,-77.362000244,MINSA,0
3411,216,TEATRO MUNICIPAL DE COTAPARACO,-9.993340309,-77.587982472,,0
3412,167,TEATRO MUNICIPAL DE COCHAPETI,-9.987416639,-77.646297719,,0
3413,222,AUDITORIUM DE LA MUNICIPALIDAD DE TAPACOCHA,-10.009894217,-77.569504734,,0
3414,215,PUESTO SALUD PAMPA DE LAMPAS,-10.058482667,-77.273859493,,0
3415,1562,CASA CULTURAL,-10.071949655,-75.551577866,MINSA,0
3417,1281,Punto de Vacunación 1,-12.0593277,-77.041171,,0
3418,117,INSTITUCION EDUCATIVA88367  PALMADERA  - HUALLANCA,-9.853033945,-77.032690572,MINSA,0
3419,123,IE Nº 86242 AGUSTIN DEXTRE CORDOBA - CORPANQUI,-10.285454332,-77.198934839,DIRESA,0
3420,697,COLEGIO GARCILASO,-13.520830366,-71.966595538,MINSA,0
3427,1511,SALON COMUNAL - BOCA MANU,-12.2646349,-70.9103902,,0
3428,1511,SALON COMUNAL COMUNIDAD NATIVA DIAMANTE - DIAMANTE,-11.7375914,-71.6673352,,0
3429,1512,SALON COMUNAL ISIRIWE - BOCA COLORADO,-12.5056706,-70.600539,,0
